ID,Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
3107,One year,No,Yes,Fiber optic,80.05,No,No,Electronic check,Yes,0,No,3019.1,Female,37,No
3108,Month-to-month,No,No internet service,No,19.4,No,No,Mailed check,Yes,0,No internet service,415.4,Male,20,No
3109,Month-to-month,No,No,Fiber optic,75.3,No,No,Credit card (automatic),Yes,1,No,1147.45,Female,15,Yes
3110,One year,No,Yes,Fiber optic,90.05,No,No,Credit card (automatic),Yes,0,Yes,5817.0,Female,63,No
3111,Month-to-month,No,No,DSL,46.1,No,Yes,Mailed check,Yes,0,No,130.15,Female,3,No
3112,Month-to-month,No,No,Fiber optic,74.29648734,Yes,Yes,Electronic check,Yes,0,Yes,2432.081218,Male,35,No
3113,Two year,Yes,No internet service,No,19.6,No,Yes,Mailed check,Yes,0,No internet service,686.95,Male,35,No
3114,Two year,Yes,Yes,DSL,90.95,Yes,Yes,Credit card (automatic),Yes,0,Yes,6652.45,Female,72,No
3115,Month-to-month,No,No,DSL,60.83429575,No,No,Electronic check,Yes,0,No,73.94191093,Female,1,Yes
3116,One year,Yes,No,Fiber optic,83.0,Yes,Yes,Electronic check,Yes,0,Yes,5685.8,Female,68,Yes
3117,One year,Yes,Yes,Fiber optic,107.9,Yes,Yes,Electronic check,Yes,1,Yes,7475.85,Female,70,No
3118,Month-to-month,Yes,No,Fiber optic,79.95,Yes,Yes,Credit card (automatic),Yes,0,No,1267.95,Female,16,No
3119,Month-to-month,Yes,No,DSL,55.15,No,Yes,Electronic check,Yes,0,No,1206.05,Female,22,Yes
3120,Month-to-month,No,No,Fiber optic,80.1,Yes,No,Electronic check,Yes,0,No,336.15,Male,4,No
3121,Month-to-month,No,No,Fiber optic,74.35,No,No,Electronic check,Yes,0,No,74.35,Female,1,No
3122,Month-to-month,No,Yes,Fiber optic,76.2,No,Yes,Electronic check,Yes,0,No,76.2,Male,1,Yes
3123,Month-to-month,No,No,Fiber optic,88.88704465,No,No,Electronic check,Yes,0,No,178.54906640000004,Female,2,Yes
3124,Month-to-month,No,No,DSL,35.8,No phone service,No,Mailed check,No,0,Yes,363.15,Female,11,No
3125,Month-to-month,No,No,Fiber optic,99.85,No,Yes,Electronic check,Yes,0,Yes,990.9,Male,10,Yes
3126,Two year,No,No internet service,No,19.4,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1496.45,Female,72,No
3127,Month-to-month,Yes,No internet service,No,19.4,No,Yes,Mailed check,Yes,0,No internet service,19.4,Female,1,No
3128,Two year,Yes,No,DSL,85.15,Yes,No,Mailed check,Yes,0,Yes,4461.85,Male,52,No
3129,Month-to-month,No,No,Fiber optic,81.25951409,No,No,Electronic check,Yes,0,No,270.4885788,Female,3,Yes
3130,One year,Yes,Yes,DSL,40.2,No phone service,Yes,Electronic check,No,0,No,1525.35,Male,37,No
3131,One year,No,Yes,DSL,35.4,No phone service,Yes,Credit card (automatic),No,0,No,978.6,Female,26,No
3132,Month-to-month,No,No,DSL,49.95,No,No,Electronic check,Yes,0,No,49.95,Female,1,No
3133,Month-to-month,No,No internet service,No,20.89145195,No,No,Mailed check,Yes,0,No internet service,20.89145195,Male,1,Yes
3134,Month-to-month,No,No,Fiber optic,91.95213199999999,Yes,Yes,Electronic check,Yes,0,Yes,3097.118442,Male,33,No
3135,Month-to-month,No,No,DSL,44.8,No,No,Credit card (automatic),Yes,0,No,176.2,Male,4,No
3136,Month-to-month,No,Yes,DSL,60.85,No,No,Electronic check,Yes,0,No,111.4,Female,2,No
3137,Month-to-month,Yes,Yes,Fiber optic,90.4,No,Yes,Credit card (automatic),Yes,0,Yes,4494.65,Male,49,No
3138,Month-to-month,No,No,Fiber optic,89.05,Yes,No,Credit card (automatic),Yes,0,No,1448.6,Male,16,Yes
3139,Two year,Yes,No internet service,No,25.75,Yes,Yes,Mailed check,Yes,0,No internet service,2283.300441,Male,0,No
3140,Month-to-month,No,No,Fiber optic,74.95,No,No,Electronic check,Yes,0,No,151.75,Male,2,No
3141,Month-to-month,No,No,Fiber optic,86.30223640000001,No,No,Electronic check,Yes,0,No,658.6956639,Female,8,Yes
3142,Month-to-month,No,No internet service,No,20.6,No,No,Mailed check,Yes,0,No internet service,20.6,Male,1,No
3143,Month-to-month,No,No internet service,No,19.4,No,No,Mailed check,Yes,0,No internet service,19.4,Male,1,Yes
3144,One year,Yes,Yes,Fiber optic,100.7,Yes,Yes,Credit card (automatic),Yes,0,No,6018.65,Female,61,No
3145,Month-to-month,No,Yes,DSL,41.15,No phone service,No,Electronic check,No,1,No,132.2,Male,3,Yes
3146,Month-to-month,Yes,No,DSL,44.95,No,Yes,Electronic check,Yes,0,No,926.25,Female,21,No
3147,Month-to-month,No,No,Fiber optic,70.2,No,No,Electronic check,Yes,0,No,760.05,Male,11,No
3148,One year,Yes,Yes,DSL,74.85,No,Yes,Credit card (automatic),Yes,1,No,4456.35,Female,60,No
3149,One year,No,Yes,DSL,41.1,No phone service,No,Credit card (automatic),No,0,No,2258.25,Female,57,No
3150,One year,No,Yes,Fiber optic,104.45,No,Yes,Bank transfer (automatic),Yes,0,Yes,4162.05,Female,41,No
3151,Month-to-month,No,No internet service,No,24.05,Yes,No,Mailed check,Yes,0,No internet service,24.05,Male,1,Yes
3152,One year,No,Yes,DSL,55.45,No phone service,No,Electronic check,No,1,Yes,2966.95,Male,54,No
3153,Month-to-month,No,No,DSL,30.04058418,No,No,Electronic check,Yes,0,No,105.67799609999999,Male,3,No
3154,Month-to-month,No,No internet service,No,20.4,No,No,Mailed check,Yes,0,No internet service,20.4,Female,1,Yes
3155,Month-to-month,No,No,DSL,49.76919102,No,No,Electronic check,Yes,0,No,49.76919102,Male,1,Yes
3156,Month-to-month,No,No,Fiber optic,89.5,No,No,Electronic check,Yes,0,Yes,573.3,Female,6,Yes
3157,Two year,Yes,No internet service,No,20.0,No,Yes,Mailed check,Yes,0,No internet service,879.8,Male,41,No
3158,Two year,No,Yes,DSL,58.35,No phone service,No,Bank transfer (automatic),No,0,Yes,4214.25,Female,70,No
3159,Month-to-month,No,No,Fiber optic,93.55,Yes,No,Electronic check,Yes,1,Yes,93.55,Male,1,Yes
3160,Month-to-month,No,No,Fiber optic,94.5,Yes,No,Credit card (automatic),Yes,0,No,2659.4,Male,28,Yes
3161,Month-to-month,No,No,DSL,30.4,No phone service,No,Electronic check,No,0,No,82.15,Male,3,No
3162,Month-to-month,No,No,Fiber optic,85.7,No,No,Bank transfer (automatic),Yes,1,No,3778.1,Female,45,No
3163,Month-to-month,No,No,Fiber optic,82.72501952,Yes,Yes,Electronic check,Yes,0,Yes,2642.838357,Male,32,Yes
3164,Month-to-month,No,No,Fiber optic,87.85102899,Yes,No,Electronic check,Yes,0,No,734.0422467,Female,8,Yes
3165,Month-to-month,No,Yes,Fiber optic,114.1,Yes,Yes,Electronic check,Yes,0,Yes,7132.15,Male,61,No
3166,Month-to-month,No,No,Fiber optic,76.50158869,Yes,No,Electronic check,Yes,0,Yes,1749.606882,Male,25,Yes
3167,Two year,No,Yes,Fiber optic,110.8,Yes,Yes,Credit card (automatic),Yes,1,Yes,7882.25,Female,72,No
3168,One year,No,No,DSL,70.15,Yes,Yes,Mailed check,Yes,0,No,4480.7,Male,64,No
3169,Month-to-month,Yes,No,Fiber optic,80.7,No,Yes,Electronic check,Yes,0,Yes,239.45,Female,3,No
3170,Month-to-month,No,No,Fiber optic,56.83314505,No,No,Electronic check,Yes,0,No,287.1364599,Female,5,No
3171,Two year,No,No,Fiber optic,99.15,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6875.35,Female,69,No
3172,Month-to-month,No,Yes,Fiber optic,104.3,Yes,Yes,Electronic check,Yes,0,Yes,5278.15,Male,54,Yes
3173,Month-to-month,No,No,DSL,51.35,No,No,Electronic check,Yes,0,No,262.3,Male,5,No
3174,Month-to-month,No,No internet service,No,20.9,No,No,Mailed check,Yes,0,No internet service,20.9,Female,1,No
3175,One year,No,Yes,DSL,39.55,No phone service,No,Mailed check,No,0,No,373.0,Male,9,No
3176,Two year,No,Yes,Fiber optic,111.15,Yes,No,Mailed check,Yes,0,Yes,7737.55,Female,70,No
3177,Month-to-month,No,No,Fiber optic,93.02913576,Yes,Yes,Electronic check,Yes,0,Yes,3509.945582,Male,37,No
3178,One year,Yes,Yes,Fiber optic,86.45,No,Yes,Electronic check,Yes,0,No,2538.05,Female,30,No
3179,Month-to-month,No,No,Fiber optic,46.44079882,No,No,Electronic check,Yes,0,Yes,595.6665682,Female,12,Yes
3180,Month-to-month,No,Yes,Fiber optic,100.8,Yes,Yes,Electronic check,Yes,1,Yes,100.8,Female,1,Yes
3181,Month-to-month,No,No,Fiber optic,50.33160381,No,No,Electronic check,Yes,0,No,521.0652951999998,Female,11,Yes
3182,Two year,No,Yes,Fiber optic,111.3,Yes,No,Mailed check,Yes,0,Yes,7985.9,Female,71,No
3183,Month-to-month,No,No,Fiber optic,53.55956372,No,No,Electronic check,Yes,0,No,435.30159560000004,Female,8,Yes
3184,Two year,No,Yes,Fiber optic,116.05,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,8404.9,Male,72,No
3185,Month-to-month,No,No,Fiber optic,48.05582302,No,No,Electronic check,Yes,0,No,234.750974,Female,5,Yes
3186,Month-to-month,No,No,Fiber optic,85.14390608,Yes,No,Electronic check,Yes,0,No,1149.573469,Female,14,Yes
3187,One year,No,Yes,Fiber optic,107.75,Yes,No,Electronic check,Yes,0,Yes,6521.9,Male,61,No
3188,Month-to-month,No,No,Fiber optic,80.2,No,No,Electronic check,Yes,0,Yes,146.05,Female,2,Yes
3189,Month-to-month,No,No,DSL,24.25,No phone service,No,Mailed check,No,0,No,96.05,Female,4,Yes
3190,Month-to-month,No,No,Fiber optic,99.32453163,Yes,No,Electronic check,Yes,0,Yes,1663.3182869999994,Male,17,Yes
3191,One year,Yes,Yes,Fiber optic,92.85,Yes,Yes,Electronic check,Yes,0,No,5980.75,Female,64,No
3192,Month-to-month,No,Yes,DSL,48.75,No phone service,Yes,Bank transfer (automatic),No,0,Yes,633.4,Female,13,Yes
3193,Month-to-month,No,No,Fiber optic,78.18748091,Yes,No,Electronic check,Yes,0,No,945.4629007999999,Female,11,No
3194,Month-to-month,Yes,No,DSL,80.45,Yes,Yes,Credit card (automatic),Yes,0,Yes,1137.05,Female,14,No
3195,Month-to-month,No,No internet service,No,19.25,No,No,Electronic check,Yes,0,No internet service,112.3,Male,7,Yes
3196,Month-to-month,No,No,Fiber optic,91.38345229999999,No,No,Electronic check,Yes,0,No,633.2324536,Female,7,No
3197,Month-to-month,No,No,DSL,59.05,Yes,No,Mailed check,Yes,0,No,1253.5,Female,22,No
3198,Month-to-month,No,No,DSL,29.75,No phone service,No,Mailed check,No,0,No,301.9,Female,10,No
3199,Month-to-month,Yes,No,Fiber optic,104.1,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5645.8,Female,54,No
3200,Two year,Yes,Yes,DSL,53.8,No phone service,Yes,Credit card (automatic),No,0,Yes,3952.45,Female,72,No
3201,Month-to-month,No,No,Fiber optic,80.43011901,Yes,No,Electronic check,Yes,0,Yes,1415.1864560000001,Female,18,Yes
3202,Month-to-month,No,Yes,Fiber optic,94.2,Yes,Yes,Credit card (automatic),Yes,1,No,5895.45,Female,61,No
3203,Month-to-month,No,No,DSL,64.65,Yes,No,Bank transfer (automatic),Yes,0,No,994.55,Female,15,Yes
3204,Month-to-month,No,No,Fiber optic,70.0,No,No,Electronic check,Yes,0,No,1144.5,Female,17,Yes
3205,Month-to-month,No,Yes,DSL,54.25,No,No,Electronic check,Yes,0,No,583.0,Female,10,No
3206,One year,Yes,Yes,DSL,60.15,No phone service,No,Bank transfer (automatic),No,0,Yes,3077.0,Female,51,No
3207,Month-to-month,No,Yes,DSL,34.3,No phone service,Yes,Credit card (automatic),No,1,No,577.15,Male,19,No
3208,Month-to-month,No,Yes,DSL,60.9,No,No,Electronic check,Yes,0,No,688.5,Male,11,No
3209,One year,No,No,DSL,55.65,No,No,Credit card (automatic),Yes,0,No,2688.85,Female,46,No
3210,Month-to-month,No,No,Fiber optic,60.42402467,No,No,Electronic check,Yes,0,No,359.6996621,Female,5,Yes
3211,Month-to-month,No,No,Fiber optic,70.7,No,Yes,Electronic check,Yes,0,No,141.45,Female,2,Yes
3212,One year,No,No,Fiber optic,93.55,No,Yes,Electronic check,Yes,1,No,3055.5,Male,33,No
3213,Two year,Yes,No internet service,No,19.15,No,Yes,Mailed check,Yes,0,No internet service,1177.05,Male,63,No
3214,Month-to-month,No,Yes,Fiber optic,110.1,No,No,Electronic check,Yes,0,Yes,1043.3,Male,10,Yes
3215,One year,No,Yes,DSL,54.4,No phone service,Yes,Electronic check,No,0,Yes,3723.65,Female,68,No
3216,One year,No,Yes,DSL,65.0,Yes,No,Mailed check,Yes,0,No,2531.8,Male,41,No
3217,One year,Yes,No,DSL,56.2,No,No,Mailed check,Yes,0,No,1567.55,Male,27,No
3218,Two year,Yes,No,DSL,48.7,No phone service,Yes,Bank transfer (automatic),No,0,Yes,3008.55,Female,62,No
3219,Month-to-month,No,No,Fiber optic,80.32832555,Yes,Yes,Electronic check,Yes,0,Yes,3057.907192,Male,37,Yes
3220,Month-to-month,No,No,Fiber optic,65.73505724,No,No,Electronic check,Yes,0,No,315.28251869999997,Female,5,Yes
3221,Month-to-month,No,No,Fiber optic,86.1,Yes,Yes,Electronic check,Yes,0,Yes,1235.55,Male,14,Yes
3222,Month-to-month,Yes,No,Fiber optic,69.95,No,Yes,Mailed check,Yes,0,No,143.9,Male,2,No
3223,Month-to-month,No,Yes,DSL,50.0,No,No,Mailed check,Yes,0,No,892.7,Female,18,No
3224,Month-to-month,No,No,Fiber optic,102.8561428,Yes,Yes,Electronic check,Yes,0,Yes,2901.145372,Female,28,Yes
3225,Two year,No,Yes,DSL,40.4,No phone service,Yes,Credit card (automatic),No,0,No,1842.7,Male,46,No
3226,One year,No,No internet service,No,20.95,No,Yes,Bank transfer (automatic),Yes,0,No internet service,495.15,Male,25,No
3227,Month-to-month,No,No,Fiber optic,69.4,No,No,Mailed check,Yes,0,No,69.4,Male,1,Yes
3228,Month-to-month,No,No,DSL,71.95,No,No,Electronic check,Yes,0,Yes,923.85,Female,13,No
3229,Two year,No,Yes,Fiber optic,115.5,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,8312.75,Female,72,No
3230,One year,No,No,Fiber optic,100.0,Yes,No,Electronic check,Yes,0,Yes,4211.55,Male,43,Yes
3231,Two year,Yes,No internet service,No,20.0,No,Yes,Credit card (automatic),Yes,0,No internet service,1374.2,Male,66,No
3232,Month-to-month,No,No,Fiber optic,88.39351831,Yes,Yes,Electronic check,Yes,0,Yes,3074.591998,Male,38,No
3233,Month-to-month,No,No,Fiber optic,94.05,Yes,Yes,Credit card (automatic),Yes,0,Yes,2866.45,Male,30,Yes
3234,Month-to-month,No,No,DSL,50.15,Yes,No,Electronic check,Yes,0,No,50.15,Male,1,No
3235,Month-to-month,Yes,Yes,DSL,62.45,Yes,Yes,Bank transfer (automatic),Yes,0,No,2045.55,Female,32,No
3236,One year,Yes,Yes,DSL,64.5,No,Yes,Electronic check,Yes,0,Yes,1985.15,Female,30,No
3237,Two year,No,No,DSL,60.0,No,No,Electronic check,Yes,0,No,2548.55,Male,43,No
3238,Two year,Yes,No internet service,No,20.0,No,Yes,Bank transfer (automatic),Yes,0,No internet service,886.4,Female,45,No
3239,Month-to-month,No,No,Fiber optic,71.35,No,No,Electronic check,Yes,0,No,71.35,Female,1,Yes
3240,Month-to-month,No,Yes,Fiber optic,95.35,Yes,Yes,Bank transfer (automatic),Yes,1,No,6382.0,Male,69,No
3241,One year,Yes,Yes,DSL,59.3,No,Yes,Mailed check,Yes,0,No,3274.35,Female,57,No
3242,One year,No,Yes,Fiber optic,95.65,Yes,Yes,Electronic check,Yes,1,No,5471.75,Female,56,No
3243,One year,No,No internet service,No,24.9,Yes,No,Bank transfer (automatic),Yes,1,No internet service,847.8,Male,33,No
3244,Month-to-month,No,No internet service,No,20.95791336,No,No,Mailed check,Yes,0,No internet service,20.95791336,Male,1,Yes
3245,Month-to-month,No,No internet service,No,20.0,No,Yes,Bank transfer (automatic),Yes,0,No internet service,49.65,Male,3,No
3246,Month-to-month,No,No,Fiber optic,81.04202042,Yes,No,Electronic check,Yes,0,No,961.3560773,Female,13,Yes
3247,Month-to-month,Yes,No internet service,No,20.0,No,No,Electronic check,Yes,0,No internet service,377.55,Male,19,No
3248,Month-to-month,No,No,DSL,25.25,No phone service,No,Electronic check,No,0,No,58.9,Female,3,Yes
3249,Month-to-month,Yes,No,DSL,46.3,No,Yes,Electronic check,Yes,0,No,639.45,Female,15,No
3250,One year,No,No internet service,No,19.3,No,No,Credit card (automatic),Yes,0,No internet service,28.3,Male,2,Yes
3251,Month-to-month,No,No internet service,No,19.2,No,No,Mailed check,Yes,0,No internet service,156.85,Female,8,No
3252,Two year,Yes,Yes,Fiber optic,113.25,Yes,Yes,Credit card (automatic),Yes,0,Yes,7895.15,Female,69,No
3253,Month-to-month,No,No,DSL,35.45,No phone service,No,Mailed check,No,0,No,106.85,Male,3,Yes
3254,Month-to-month,No,Yes,Fiber optic,101.2836933,Yes,Yes,Electronic check,Yes,0,Yes,4503.202761,Male,45,Yes
3255,Month-to-month,No,No,Fiber optic,75.0,No,Yes,Mailed check,Yes,0,No,658.1,Male,8,No
3256,One year,No,No,Fiber optic,95.65,No,Yes,Credit card (automatic),Yes,0,Yes,6744.2,Female,69,No
3257,Two year,No,Yes,DSL,79.8,Yes,Yes,Credit card (automatic),Yes,0,Yes,5034.05,Male,63,No
3258,Month-to-month,No,Yes,DSL,84.45,No,No,Mailed check,Yes,0,Yes,1287.85,Female,15,No
3259,One year,No,No,DSL,58.95,No,Yes,Bank transfer (automatic),Yes,1,No,2789.7,Female,48,No
3260,One year,No,Yes,Fiber optic,99.57933207,Yes,Yes,Electronic check,Yes,0,Yes,5995.986276,Male,59,Yes
3261,Two year,No,Yes,DSL,84.45,Yes,Yes,Credit card (automatic),Yes,1,Yes,5899.85,Male,72,No
3262,One year,No,Yes,Fiber optic,108.5,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,8003.8,Female,72,No
3263,One year,No,Yes,DSL,60.7,No,Yes,Mailed check,Yes,1,No,1597.4,Female,26,No
3264,Month-to-month,No,No,Fiber optic,94.97335429,No,No,Electronic check,Yes,0,No,296.16166789999994,Female,3,Yes
3265,Month-to-month,No,Yes,Fiber optic,103.65,Yes,Yes,Credit card (automatic),Yes,0,Yes,5676.65,Female,55,No
3266,Month-to-month,No,No,Fiber optic,69.9,No,No,Electronic check,Yes,0,No,69.9,Male,1,Yes
3267,Two year,No,Yes,Fiber optic,110.9,Yes,Yes,Credit card (automatic),Yes,0,Yes,8240.85,Male,72,No
3268,Month-to-month,No,No internet service,No,20.3,No,No,Mailed check,Yes,0,No internet service,20.3,Female,1,Yes
3269,Month-to-month,No,No,Fiber optic,74.75,Yes,No,Electronic check,Yes,0,No,706.6,Female,9,Yes
3270,Two year,Yes,No,Fiber optic,104.0,Yes,No,Electronic check,Yes,0,Yes,7039.05,Female,67,No
3271,Month-to-month,No,Yes,Fiber optic,86.85,No,No,Electronic check,Yes,1,Yes,220.95,Female,3,Yes
3272,Month-to-month,No,No internet service,No,20.75,No,No,Credit card (automatic),Yes,0,No internet service,20.75,Male,1,No
3273,Month-to-month,No,Yes,DSL,65.6,Yes,Yes,Electronic check,Yes,0,Yes,250.1,Male,4,No
3274,Two year,No,Yes,Fiber optic,109.45,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6144.55,Female,58,Yes
3275,Month-to-month,No,Yes,Fiber optic,109.55,Yes,Yes,Electronic check,Yes,0,Yes,5124.55,Male,47,Yes
3276,Month-to-month,No,No,Fiber optic,79.65,Yes,Yes,Bank transfer (automatic),Yes,0,No,251.75,Male,3,Yes
3277,Month-to-month,No,No,Fiber optic,90.78557784,Yes,No,Electronic check,Yes,0,No,1260.335607,Female,13,Yes
3278,Month-to-month,No,Yes,Fiber optic,86.05,No,No,Electronic check,Yes,0,No,308.1,Male,4,No
3279,Month-to-month,No,No,DSL,48.55,No phone service,Yes,Electronic check,No,0,Yes,201.0,Male,4,Yes
3280,Month-to-month,No,No,DSL,50.8,No,No,Electronic check,Yes,0,No,50.8,Female,1,Yes
3281,Month-to-month,No,No internet service,No,19.75,No,No,Mailed check,Yes,0,No internet service,19.75,Female,1,No
3282,Two year,No,Yes,Fiber optic,116.2,Yes,No,Credit card (automatic),Yes,0,Yes,7752.3,Male,67,Yes
3283,One year,Yes,Yes,DSL,65.9,No,Yes,Mailed check,Yes,0,No,660.05,Female,10,No
3284,Two year,Yes,No internet service,No,19.75,No,Yes,Mailed check,Yes,0,No internet service,948.9,Female,47,No
3285,One year,No,No,DSL,58.75,No,No,Electronic check,Yes,0,No,1696.2,Male,29,No
3286,Two year,No,Yes,Fiber optic,109.05,Yes,No,Electronic check,Yes,1,Yes,7108.2,Male,65,No
3287,Month-to-month,No,No,DSL,27.86768717,No,No,Mailed check,Yes,0,No,27.86768717,Male,1,Yes
3288,Month-to-month,No,No,Fiber optic,81.89865902,No,No,Electronic check,Yes,0,No,283.7636869,Female,3,Yes
3289,Month-to-month,No,No,Fiber optic,96.05584909,Yes,Yes,Electronic check,Yes,0,Yes,2302.240943,Male,24,No
3290,Two year,No,Yes,Fiber optic,105.55,Yes,No,Electronic check,Yes,0,Yes,5682.25,Female,53,No
3291,Month-to-month,No,No,Fiber optic,99.95,Yes,No,Mailed check,Yes,0,Yes,1132.75,Male,12,Yes
3292,Month-to-month,Yes,No,DSL,71.85,Yes,Yes,Electronic check,Yes,0,No,3827.9,Male,53,No
3293,Month-to-month,No,No,Fiber optic,74.4,No,Yes,Electronic check,Yes,0,No,139.4,Female,2,Yes
3294,Month-to-month,No,No,DSL,49.8,No phone service,Yes,Mailed check,No,0,Yes,836.35,Male,17,No
3295,Two year,No,No internet service,No,19.25,No,Yes,Mailed check,Yes,0,No internet service,1237.65,Male,63,No
3296,One year,No,Yes,Fiber optic,107.55,Yes,Yes,Electronic check,Yes,1,Yes,4533.9,Female,43,Yes
3297,One year,No,No,DSL,58.9,No,No,Mailed check,Yes,0,No,2813.05,Female,47,No
3298,One year,No,No internet service,No,25.1,Yes,Yes,Mailed check,Yes,0,No internet service,171.0,Male,6,No
3299,Month-to-month,No,No,Fiber optic,82.58560896,Yes,No,Electronic check,Yes,0,Yes,3845.40311,Female,46,Yes
3300,Month-to-month,No,No,Fiber optic,52.62594441,No,No,Electronic check,Yes,0,No,138.9707601,Male,2,Yes
3301,Month-to-month,Yes,No internet service,No,20.25,No,Yes,Mailed check,Yes,0,No internet service,144.35,Male,7,No
3302,Two year,No,No internet service,No,20.2,No,No,Mailed check,Yes,0,No internet service,684.4,Male,35,No
3303,Month-to-month,No,Yes,DSL,55.05,No,No,Mailed check,Yes,0,No,55.05,Male,1,No
3304,One year,No,No,Fiber optic,104.5,Yes,No,Credit card (automatic),Yes,0,Yes,3778.0,Male,37,No
3305,Month-to-month,No,No,Fiber optic,79.9,No,No,Electronic check,Yes,0,No,79.9,Male,1,Yes
3306,Month-to-month,Yes,No,DSL,50.9,Yes,Yes,Electronic check,Yes,0,No,225.6,Male,4,Yes
3307,Month-to-month,Yes,No,Fiber optic,99.15,No,Yes,Mailed check,Yes,0,Yes,465.05,Female,5,Yes
3308,Month-to-month,No,Yes,Fiber optic,80.6,Yes,No,Mailed check,Yes,0,No,155.8,Female,2,Yes
3309,One year,No,No internet service,No,18.25,No,No,Credit card (automatic),Yes,0,No internet service,534.7,Male,28,No
3310,Two year,Yes,Yes,DSL,61.3,No,Yes,Credit card (automatic),Yes,0,No,3346.8,Female,56,No
3311,Two year,Yes,Yes,DSL,85.5,No,Yes,Credit card (automatic),Yes,0,Yes,4421.95,Female,51,No
3312,One year,Yes,Yes,DSL,85.45,Yes,Yes,Electronic check,Yes,0,Yes,6300.85,Male,71,No
